Instance,Income
111994,32548.734
111995,21205.16
111996,48545.27
111997,124949.68
111998,18187.186
111999,86641.125
112000,116159.74
112001,70894.16
112002,32117.309
112003,130411.984
112004,17228.12
112005,173669.69
112006,13716.145
112007,97861.84
112008,276171.22
112009,102776.6
112010,47195.24
112011,15821.847
112012,33537.766
112013,24181.176
112014,143498.25
112015,44731.168
112016,49969.355
112017,28005.055
112018,209848.34
112019,56555.883
112020,47317.355
112021,27607.428
112022,81607.35
112023,54744.754
112024,26082.822
112025,79345.414
112026,35453.992
112027,82214.99
112028,28753.385
112029,42553.887
112030,171120.83
112031,236687.58
112032,249454.31
112033,87694.55
112034,209224.69
112035,92305.07
112036,205765.12
112037,152269.06
112038,196720.4
112039,33042.312
112040,72822.086
112041,61980.098
112042,46368.562
112043,78851.586
112044,33666.95
112045,31345.848
112046,296811.3
112047,22685.096
112048,27058.559
112049,106803.82
112050,42751.996
112051,68038.88
112052,126671.62
112053,233314.11
112054,88873.63
112055,23975.55
112056,102541.125
112057,24730.246
112058,64486.4
112059,26389.945
112060,343478.88
112061,141275.9
112062,198331.31
112063,88634.04
112064,17273.19
112065,66274.58
112066,22855.217
112067,131389.53
112068,74447.336
112069,274278.94
112070,337657.0
112071,51975.723
112072,87423.65
112073,36821.066
112074,29387.191
112075,21319.678
112076,123822.36
112077,1197034.0
112078,14731.36
112079,201706.84
112080,88589.73
112081,816075.94
112082,45288.453
112083,63662.03
112084,36262.36
112085,46194.844
112086,35480.508
112087,47142.4
112088,142291.8
112089,44806.98
112090,207098.66
112091,50179.992
112092,39658.45
112093,104856.445
112094,46196.645
112095,48376.285
112096,106444.12
112097,26545.691
112098,25518.684
112099,22638.777
112100,30836.473
112101,184138.62
112102,23379.748
112103,130571.305
112104,77321.49
112105,51574.7
112106,109909.12
112107,99163.89
112108,60373.688
112109,32140.037
112110,43963.207
112111,32087.72
112112,70996.39
112113,85775.63
112114,78583.63
112115,19743.56
112116,52360.867
112117,72092.055
112118,41797.844
112119,46916.055
112120,519422.25
112121,138052.3
112122,488056.66
112123,222460.61
112124,52927.418
112125,200740.47
112126,181580.72
112127,17137.127
112128,50625.965
112129,120678.086
112130,108431.18
112131,41514.29
112132,75839.2
112133,247239.81
112134,31462.406
112135,14566.844
112136,61611.945
112137,24246.047
112138,28460.453
112139,77583.625
112140,45969.098
112141,48869.82
112142,58399.797
112143,183317.5
112144,37540.254
112145,32463.992
112146,39831.043
112147,235485.05
112148,68409.83
112149,60773.984
112150,5829.703
112151,320679.7
112152,88816.6
112153,81324.93
112154,41415.86
112155,125592.945
112156,82520.33
112157,116639.16
112158,29447.709
112159,278866.62
