Instance,Income
111994,26426.56
111995,12330.468
111996,38216.06
111997,95749.586
111998,21165.146
111999,81097.555
112000,97639.29
112001,51691.67
112002,21943.893
112003,101959.13
112004,13798.354
112005,138147.03
112006,24148.64
112007,88133.84
112008,236575.0
112009,94449.63
112010,49855.85
112011,22006.012
112012,22596.27
112013,23375.42
112014,134799.0
112015,53182.797
112016,45997.145
112017,23424.295
112018,188211.5
112019,53323.902
112020,43818.14
112021,25101.912
112022,88601.05
112023,46889.582
112024,35573.18
112025,76133.51
112026,26989.506
112027,71721.16
112028,12561.397
112029,44534.156
112030,163590.16
112031,207104.81
112032,249029.86
112033,76577.13
112034,154781.19
112035,79133.22
112036,200157.66
112037,142686.78
112038,174008.42
112039,23341.31
112040,65548.43
112041,47227.664
112042,35464.453
112043,79716.766
112044,34748.145
112045,21707.373
112046,259714.19
112047,23916.76
112048,20197.775
112049,102843.93
112050,36812.605
112051,60063.14
112052,118922.96
112053,201767.25
112054,67432.93
112055,38732.426
112056,88243.445
112057,25457.66
112058,46889.406
112059,24230.463
112060,300705.3
112061,117298.9
112062,174997.81
112063,65182.125
112064,20261.264
112065,64320.93
112066,18109.82
112067,112395.35
112068,62402.46
112069,243995.75
112070,319911.56
112071,47219.64
112072,79241.0
112073,24672.545
112074,23275.615
112075,35245.742
112076,112114.51
112077,1118794.6
112078,17892.787
112079,175992.38
112080,82898.45
112081,762638.7
112082,55184.113
112083,34799.453
112084,25635.365
112085,38802.65
112086,21733.264
112087,49860.477
112088,130747.5
112089,44103.67
112090,175634.81
112091,41751.22
112092,37872.79
112093,104873.14
112094,33310.234
112095,59865.594
112096,100711.414
112097,17847.932
112098,21033.53
112099,17753.71
112100,23267.025
112101,154467.34
112102,25325.021
112103,107290.88
112104,66779.22
112105,33430.508
112106,90682.1
112107,85419.64
112108,41370.062
112109,27845.42
112110,38984.234
112111,28080.295
112112,42484.29
112113,63601.457
112114,68405.49
112115,20603.303
112116,42477.414
112117,55213.086
112118,28507.396
112119,27392.004
112120,428448.78
112121,118430.16
112122,445708.75
112123,192491.11
112124,47606.523
112125,194111.1
112126,153756.19
112127,16794.37
112128,54460.93
112129,102142.88
112130,92467.73
112131,36385.117
112132,72602.055
